WAVELENGTH  FLUX_DISK    FLUX_WD    FLUX_SEC       FLUX
 9035.8086 8.2214e-14 1.9671e-15  4.9061e-13 5.7479e-13
 9036.8537 8.2180e-14 1.9663e-15  4.9044e-13 5.7459e-13
 9037.8988 8.2146e-14 1.9654e-15  4.9027e-13 5.7438e-13
 9038.9439 8.2112e-14 1.9646e-15  4.9010e-13 5.7418e-13
 9039.9890 8.2078e-14 1.9638e-15  4.8993e-13 5.7397e-13
 9041.0341 8.2045e-14 1.9629e-15  4.8976e-13 5.7377e-13
 9042.0792 8.2011e-14 1.9621e-15  4.8959e-13 5.7356e-13
 9043.1243 8.1977e-14 1.9612e-15  4.8942e-13 5.7336e-13
 9044.1694 8.1943e-14 1.9604e-15  4.8925e-13 5.7316e-13
 9045.2145 8.1910e-14 1.9596e-15  4.8908e-13 5.7295e-13
 9046.2596 8.1876e-14 1.9587e-15  4.8891e-13 5.7275e-13
 9047.3047 8.1842e-14 1.9579e-15  4.8874e-13 5.7254e-13
 9048.3498 8.1808e-14 1.9570e-15  4.8857e-13 5.7234e-13
 9049.3949 8.1775e-14 1.9562e-15  4.8840e-13 5.7214e-13
 9050.4400 8.1741e-14 1.9554e-15  4.8823e-13 5.7193e-13
 9051.4851 8.1707e-14 1.9545e-15  4.8807e-13 5.7173e-13
 9052.5303 8.1674e-14 1.9537e-15  4.8790e-13 5.7152e-13
 9053.5754 8.1640e-14 1.9528e-15  4.8773e-13 5.7132e-13
 9054.6205 8.1607e-14 1.9520e-15  4.8756e-13 5.7112e-13
 9055.6656 8.1573e-14 1.9512e-15  4.8739e-13 5.7091e-13
 9056.7107 8.1540e-14 1.9503e-15  4.8722e-13 5.7071e-13
 9057.7558 8.1506e-14 1.9495e-15  4.8705e-13 5.7051e-13
 9058.8009 8.1472e-14 1.9487e-15  4.8688e-13 5.7030e-13
 9059.8460 8.1439e-14 1.9478e-15  4.8671e-13 5.7010e-13
 9060.8911 8.1406e-14 1.9470e-15  4.8655e-13 5.6990e-13
 9061.9362 8.1372e-14 1.9462e-15  4.8638e-13 5.6969e-13
 9062.9813 8.1339e-14 1.9453e-15  4.8621e-13 5.6949e-13
 9064.0264 8.1305e-14 1.9445e-15  4.8604e-13 5.6929e-13
 9065.0715 8.1272e-14 1.9437e-15  4.8587e-13 5.6909e-13
 9066.1166 8.1238e-14 1.9428e-15  4.8570e-13 5.6888e-13
 9067.1617 8.1205e-14 1.9420e-15  4.8554e-13 5.6868e-13
 9068.2068 8.1172e-14 1.9412e-15  4.8537e-13 5.6848e-13
 9069.2519 8.1138e-14 1.9403e-15  4.8520e-13 5.6828e-13
 9070.2970 8.1105e-14 1.9395e-15  4.8503e-13 5.6808e-13
 9071.3421 8.1072e-14 1.9387e-15  4.8486e-13 5.6787e-13
 9072.3872 8.1038e-14 1.9379e-15  4.8470e-13 5.6767e-13
 9073.4323 8.1005e-14 1.9370e-15  4.8453e-13 5.6747e-13
 9074.4774 8.0972e-14 1.9362e-15  4.8436e-13 5.6727e-13
 9075.5226 8.0939e-14 1.9354e-15  4.8419e-13 5.6707e-13
 9076.5677 8.0905e-14 1.9345e-15  4.8402e-13 5.6686e-13
 9077.6128 8.0872e-14 1.9337e-15  4.8386e-13 5.6666e-13
 9078.6579 8.0839e-14 1.9329e-15  4.8369e-13 5.6646e-13
 9079.7030 8.0806e-14 1.9321e-15  4.8352e-13 5.6626e-13
 9080.7481 8.0773e-14 1.9312e-15  4.8335e-13 5.6606e-13
 9081.7932 8.0739e-14 1.9304e-15  4.8319e-13 5.6586e-13
 9082.8383 8.0706e-14 1.9296e-15  4.8302e-13 5.6566e-13
 9083.8834 8.0673e-14 1.9288e-15  4.8285e-13 5.6546e-13
 9084.9285 8.0640e-14 1.9279e-15  4.8269e-13 5.6525e-13
 9085.9736 8.0607e-14 1.9271e-15  4.8252e-13 5.6505e-13
 9087.0187 8.0574e-14 1.9263e-15  4.8235e-13 5.6485e-13
 9088.0638 8.0541e-14 1.9255e-15  4.8219e-13 5.6465e-13
 9089.1089 8.0508e-14 1.9247e-15  4.8202e-13 5.6445e-13
 9090.1540 8.0475e-14 1.9238e-15  4.8185e-13 5.6425e-13
 9091.1991 8.0442e-14 1.9230e-15  4.8169e-13 5.6405e-13
 9092.2442 8.0409e-14 1.9222e-15  4.8152e-13 5.6385e-13
 9093.2893 8.0376e-14 1.9214e-15  4.8135e-13 5.6365e-13
 9094.3344 8.0343e-14 1.9205e-15  4.8119e-13 5.6345e-13
 9095.3795 8.0310e-14 1.9197e-15  4.8102e-13 5.6325e-13
 9096.4246 8.0277e-14 1.9189e-15  4.8085e-13 5.6305e-13
 9097.4697 8.0244e-14 1.9181e-15  4.8069e-13 5.6285e-13
 9098.5149 8.0211e-14 1.9173e-15  4.8052e-13 5.6265e-13
 9099.5600 8.0179e-14 1.9165e-15  4.8036e-13 5.6245e-13
 9100.6051 8.0146e-14 1.9156e-15  4.8019e-13 5.6225e-13
 9101.6502 8.0113e-14 1.9148e-15  4.8002e-13 5.6205e-13
 9102.6953 8.0080e-14 1.9140e-15  4.7986e-13 5.6185e-13
 9103.7404 8.0047e-14 1.9132e-15  4.7969e-13 5.6165e-13
 9104.7855 8.0014e-14 1.9124e-15  4.7953e-13 5.6145e-13
 9105.8306 7.9982e-14 1.9116e-15  4.7936e-13 5.6125e-13
 9106.8757 7.9949e-14 1.9107e-15  4.7919e-13 5.6105e-13
 9107.9208 7.9916e-14 1.9099e-15  4.7903e-13 5.6086e-13
 9108.9659 7.9884e-14 1.9091e-15  4.7886e-13 5.6066e-13
 9110.0110 7.9851e-14 1.9083e-15  4.7870e-13 5.6046e-13
 9111.0561 7.9818e-14 1.9075e-15  4.7853e-13 5.6026e-13
 9112.1012 7.9786e-14 1.9067e-15  4.7837e-13 5.6006e-13
 9113.1463 7.9753e-14 1.9059e-15  4.7820e-13 5.5986e-13
 9114.1914 7.9720e-14 1.9051e-15  4.7804e-13 5.5966e-13
 9115.2365 7.9688e-14 1.9042e-15  4.7787e-13 5.5946e-13
 9116.2816 7.9655e-14 1.9034e-15  4.7771e-13 5.5927e-13
 9117.3267 7.9622e-14 1.9026e-15  4.7754e-13 5.5907e-13
 9118.3718 7.9590e-14 1.9018e-15  4.7738e-13 5.5887e-13
 9119.4169 7.9557e-14 1.9010e-15  4.7721e-13 5.5867e-13
 9120.4620 7.9525e-14 1.9002e-15  4.7705e-13 5.5847e-13
 9121.5072 7.9492e-14 1.8994e-15  4.7688e-13 5.5828e-13
 9122.5523 7.9460e-14 1.8986e-15  4.7672e-13 5.5808e-13
 9123.5974 7.9427e-14 1.8978e-15  4.7655e-13 5.5788e-13
 9124.6425 7.9395e-14 1.8970e-15  4.7639e-13 5.5768e-13
 9125.6876 7.9362e-14 1.8962e-15  4.7623e-13 5.5748e-13
 9126.7327 7.9330e-14 1.8954e-15  4.7606e-13 5.5729e-13
 9127.7778 7.9298e-14 1.8945e-15  4.7590e-13 5.5709e-13
 9128.8229 7.9265e-14 1.8937e-15  4.7573e-13 5.5689e-13
 9129.8680 7.9233e-14 1.8929e-15  4.7557e-13 5.5670e-13
 9130.9131 7.9200e-14 1.8921e-15  4.7541e-13 5.5650e-13
 9131.9582 7.9168e-14 1.8913e-15  4.7524e-13 5.5630e-13
 9133.0033 7.9136e-14 1.8905e-15  4.7508e-13 5.5610e-13
 9134.0484 7.9103e-14 1.8897e-15  4.7491e-13 5.5591e-13
 9135.0935 7.9071e-14 1.8889e-15  4.7475e-13 5.5571e-13
 9136.1386 7.9039e-14 1.8881e-15  4.7459e-13 5.5551e-13
 9137.1837 7.9007e-14 1.8873e-15  4.7442e-13 5.5532e-13
 9138.2288 7.8974e-14 1.8865e-15  4.7426e-13 5.5512e-13
 9139.2739 7.8942e-14 1.8857e-15  4.7410e-13 5.5492e-13
 9140.3190 7.8910e-14 1.8849e-15  4.7393e-13 5.5473e-13
 9141.3641 7.8878e-14 1.8841e-15  4.7377e-13 5.5453e-13
 9142.4092 7.8846e-14 1.8833e-15  4.7361e-13 5.5433e-13
 9143.4543 7.8813e-14 1.8825e-15  4.7344e-13 5.5414e-13
 9144.4994 7.8781e-14 1.8817e-15  4.7328e-13 5.5394e-13
 9145.5446 7.8749e-14 1.8809e-15  4.7312e-13 5.5375e-13
 9146.5897 7.8717e-14 1.8801e-15  4.7295e-13 5.5355e-13
 9147.6348 7.8685e-14 1.8793e-15  4.7279e-13 5.5335e-13
 9148.6799 7.8653e-14 1.8785e-15  4.7263e-13 5.5316e-13
 9149.7250 7.8621e-14 1.8777e-15  4.7247e-13 5.5296e-13
 9150.7701 7.8589e-14 1.8769e-15  4.7230e-13 5.5277e-13
 9151.8152 7.8557e-14 1.8761e-15  4.7214e-13 5.5257e-13
 9152.8603 7.8525e-14 1.8753e-15  4.7198e-13 5.5238e-13
 9153.9054 7.8493e-14 1.8745e-15  4.7181e-13 5.5218e-13
 9154.9505 7.8461e-14 1.8737e-15  4.7165e-13 5.5199e-13
 9155.9956 7.8429e-14 1.8729e-15  4.7149e-13 5.5179e-13
 9157.0407 7.8397e-14 1.8722e-15  4.7133e-13 5.5160e-13
 9158.0858 7.8365e-14 1.8714e-15  4.7117e-13 5.5140e-13
 9159.1309 7.8333e-14 1.8706e-15  4.7100e-13 5.5121e-13
 9160.1760 7.8301e-14 1.8698e-15  4.7084e-13 5.5101e-13
 9161.2211 7.8269e-14 1.8690e-15  4.7068e-13 5.5082e-13
 9162.2662 7.8237e-14 1.8682e-15  4.7052e-13 5.5062e-13
 9163.3113 7.8205e-14 1.8674e-15  4.7036e-13 5.5043e-13
 9164.3564 7.8173e-14 1.8666e-15  4.7019e-13 5.5023e-13
 9165.4015 7.8142e-14 1.8658e-15  4.7003e-13 5.5004e-13
 9166.4466 7.8110e-14 1.8650e-15  4.6987e-13 5.4984e-13
 9167.4917 7.8078e-14 1.8642e-15  4.6971e-13 5.4965e-13
 9168.5369 7.8046e-14 1.8634e-15  4.6955e-13 5.4946e-13
 9169.5820 7.8014e-14 1.8627e-15  4.6939e-13 5.4926e-13
 9170.6271 7.7983e-14 1.8619e-15  4.6922e-13 5.4907e-13
 9171.6722 7.7951e-14 1.8611e-15  4.6906e-13 5.4887e-13
 9172.7173 7.7919e-14 1.8603e-15  4.6890e-13 5.4868e-13
 9173.7624 7.7888e-14 1.8595e-15  4.6874e-13 5.4849e-13
 9174.8075 7.7856e-14 1.8587e-15  4.6858e-13 5.4829e-13
 9175.8526 7.7824e-14 1.8579e-15  4.6842e-13 5.4810e-13
 9176.8977 7.7793e-14 1.8571e-15  4.6826e-13 5.4791e-13
 9177.9428 7.7761e-14 1.8564e-15  4.6810e-13 5.4771e-13
 9178.9879 7.7729e-14 1.8556e-15  4.6793e-13 5.4752e-13
 9180.0330 7.7698e-14 1.8548e-15  4.6777e-13 5.4733e-13
 9181.0781 7.7666e-14 1.8540e-15  4.6761e-13 5.4713e-13
 9182.1232 7.7634e-14 1.8532e-15  4.6745e-13 5.4694e-13
 9183.1683 7.7603e-14 1.8524e-15  4.6729e-13 5.4675e-13
 9184.2134 7.7571e-14 1.8517e-15  4.6713e-13 5.4655e-13
 9185.2585 7.7540e-14 1.8509e-15  4.6697e-13 5.4636e-13
 9186.3036 7.7508e-14 1.8501e-15  4.6681e-13 5.4617e-13
 9187.3487 7.7477e-14 1.8493e-15  4.6665e-13 5.4598e-13
 9188.3938 7.7445e-14 1.8485e-15  4.6649e-13 5.4578e-13
 9189.4389 7.7414e-14 1.8477e-15  4.6633e-13 5.4559e-13
 9190.4840 7.7382e-14 1.8470e-15  4.6617e-13 5.4540e-13
 9191.5292 7.7351e-14 1.8462e-15  4.6601e-13 5.4521e-13
 9192.5743 7.7320e-14 1.8454e-15  4.6585e-13 5.4501e-13
 9193.6194 7.7288e-14 1.8446e-15  4.6569e-13 5.4482e-13
 9194.6645 7.7257e-14 1.8438e-15  4.6553e-13 5.4463e-13
 9195.7096 7.7225e-14 1.8431e-15  4.6537e-13 5.4444e-13
 9196.7547 7.7194e-14 1.8423e-15  4.6521e-13 5.4425e-13
 9197.7998 7.7163e-14 1.8415e-15  4.6505e-13 5.4405e-13
 9198.8449 7.7131e-14 1.8407e-15  4.6489e-13 5.4386e-13
 9199.8900 7.7100e-14 1.8400e-15  4.6473e-13 5.4367e-13
 9200.9351 7.7069e-14 1.8392e-15  4.6457e-13 5.4348e-13
 9201.9802 7.7038e-14 1.8384e-15  4.6441e-13 5.4329e-13
 9203.0253 7.7006e-14 1.8376e-15  4.6425e-13 5.4310e-13
 9204.0704 7.6975e-14 1.8368e-15  4.6409e-13 5.4290e-13
 9205.1155 7.6944e-14 1.8361e-15  4.6393e-13 5.4271e-13
 9206.1606 7.6913e-14 1.8353e-15  4.6377e-13 5.4252e-13
 9207.2057 7.6881e-14 1.8345e-15  4.6362e-13 5.4233e-13
 9208.2508 7.6850e-14 1.8338e-15  4.6346e-13 5.4214e-13
 9209.2959 7.6819e-14 1.8330e-15  4.6330e-13 5.4195e-13
 9210.3410 7.6788e-14 1.8322e-15  4.6314e-13 5.4176e-13
 9211.3861 7.6757e-14 1.8314e-15  4.6298e-13 5.4157e-13
 9212.4312 7.6726e-14 1.8307e-15  4.6282e-13 5.4138e-13
 9213.4763 7.6695e-14 1.8299e-15  4.6266e-13 5.4119e-13
 9214.5215 7.6664e-14 1.8291e-15  4.6250e-13 5.4100e-13
 9215.5666 7.6632e-14 1.8283e-15  4.6234e-13 5.4081e-13
 9216.6117 7.6601e-14 1.8276e-15  4.6219e-13 5.4062e-13
 9217.6568 7.6570e-14 1.8268e-15  4.6203e-13 5.4042e-13
 9218.7019 7.6539e-14 1.8260e-15  4.6187e-13 5.4023e-13
 9219.7470 7.6508e-14 1.8253e-15  4.6171e-13 5.4004e-13
 9220.7921 7.6477e-14 1.8245e-15  4.6155e-13 5.3985e-13
 9221.8372 7.6446e-14 1.8237e-15  4.6139e-13 5.3966e-13
 9222.8823 7.6415e-14 1.8230e-15  4.6124e-13 5.3947e-13
 9223.9274 7.6384e-14 1.8222e-15  4.6108e-13 5.3929e-13
 9224.9725 7.6354e-14 1.8214e-15  4.6092e-13 5.3910e-13
 9226.0176 7.6323e-14 1.8207e-15  4.6076e-13 5.3891e-13
 9227.0627 7.6292e-14 1.8199e-15  4.6060e-13 5.3872e-13
 9228.1078 7.6261e-14 1.8191e-15  4.6045e-13 5.3853e-13
 9229.1529 7.6230e-14 1.8184e-15  4.6029e-13 5.3834e-13
 9230.1980 7.6199e-14 1.8176e-15  4.6013e-13 5.3815e-13
 9231.2431 7.6168e-14 1.8168e-15  4.5997e-13 5.3796e-13
 9232.2882 7.6137e-14 1.8161e-15  4.5982e-13 5.3777e-13
 9233.3333 7.6107e-14 1.8153e-15  4.5966e-13 5.3758e-13
 9234.3784 7.6076e-14 1.8145e-15  4.5950e-13 5.3739e-13
 9235.4235 7.6045e-14 1.8138e-15  4.5934e-13 5.3720e-13
 9236.4686 7.6014e-14 1.8130e-15  4.5919e-13 5.3701e-13
 9237.5138 7.5984e-14 1.8122e-15  4.5903e-13 5.3683e-13
 9238.5589 7.5953e-14 1.8115e-15  4.5887e-13 5.3664e-13
 9239.6040 7.5922e-14 1.8107e-15  4.5872e-13 5.3645e-13
 9240.6491 7.5891e-14 1.8100e-15  4.5856e-13 5.3626e-13
 9241.6942 7.5861e-14 1.8092e-15  4.5840e-13 5.3607e-13
 9242.7393 7.5830e-14 1.8084e-15  4.5824e-13 5.3588e-13
 9243.7844 7.5799e-14 1.8077e-15  4.5809e-13 5.3569e-13
 9244.8295 7.5769e-14 1.8069e-15  4.5793e-13 5.3551e-13
 9245.8746 7.5738e-14 1.8062e-15  4.5777e-13 5.3532e-13
 9246.9197 7.5708e-14 1.8054e-15  4.5762e-13 5.3513e-13
 9247.9648 7.5677e-14 1.8046e-15  4.5746e-13 5.3494e-13
 9249.0099 7.5646e-14 1.8039e-15  4.5730e-13 5.3475e-13
 9250.0550 7.5616e-14 1.8031e-15  4.5715e-13 5.3457e-13
 9251.1001 7.5585e-14 1.8024e-15  4.5699e-13 5.3438e-13
 9252.1452 7.5555e-14 1.8016e-15  4.5684e-13 5.3419e-13
 9253.1903 7.5524e-14 1.8009e-15  4.5668e-13 5.3400e-13
 9254.2354 7.5494e-14 1.8001e-15  4.5652e-13 5.3382e-13
 9255.2805 7.5463e-14 1.7993e-15  4.5637e-13 5.3363e-13
 9256.3256 7.5433e-14 1.7986e-15  4.5621e-13 5.3344e-13
 9257.3707 7.5402e-14 1.7978e-15  4.5605e-13 5.3325e-13
 9258.4158 7.5372e-14 1.7971e-15  4.5590e-13 5.3307e-13
 9259.4609 7.5341e-14 1.7963e-15  4.5574e-13 5.3288e-13
 9260.5061 7.5311e-14 1.7956e-15  4.5559e-13 5.3269e-13
 9261.5512 7.5281e-14 1.7948e-15  4.5543e-13 5.3251e-13
 9262.5963 7.5250e-14 1.7941e-15  4.5528e-13 5.3232e-13
 9263.6414 7.5220e-14 1.7933e-15  4.5512e-13 5.3213e-13
 9264.6865 7.5190e-14 1.7926e-15  4.5496e-13 5.3195e-13
 9265.7316 7.5159e-14 1.7918e-15  4.5481e-13 5.3176e-13
 9266.7767 7.5129e-14 1.7911e-15  4.5465e-13 5.3157e-13
 9267.8218 7.5099e-14 1.7903e-15  4.5450e-13 5.3139e-13
 9268.8669 7.5068e-14 1.7896e-15  4.5434e-13 5.3120e-13
 9269.9120 7.5038e-14 1.7888e-15  4.5419e-13 5.3101e-13
 9270.9571 7.5008e-14 1.7881e-15  4.5403e-13 5.3083e-13
 9272.0022 7.4978e-14 1.7873e-15  4.5388e-13 5.3064e-13
 9273.0473 7.4947e-14 1.7866e-15  4.5372e-13 5.3046e-13
 9274.0924 7.4917e-14 1.7858e-15  4.5357e-13 5.3027e-13
 9275.1375 7.4887e-14 1.7851e-15  4.5341e-13 5.3008e-13
 9276.1826 7.4857e-14 1.7843e-15  4.5326e-13 5.2990e-13
 9277.2277 7.4827e-14 1.7836e-15  4.5310e-13 5.2971e-13
 9278.2728 7.4796e-14 1.7828e-15  4.5295e-13 5.2953e-13
 9279.3179 7.4766e-14 1.7821e-15  4.5279e-13 5.2934e-13
 9280.3630 7.4736e-14 1.7813e-15  4.5264e-13 5.2916e-13
 9281.4081 7.4706e-14 1.7806e-15  4.5248e-13 5.2897e-13
 9282.4532 7.4676e-14 1.7798e-15  4.5233e-13 5.2879e-13
 9283.4983 7.4646e-14 1.7791e-15  4.5218e-13 5.2860e-13
 9284.5435 7.4616e-14 1.7783e-15  4.5202e-13 5.2842e-13
 9285.5886 7.4586e-14 1.7776e-15  4.5187e-13 5.2823e-13
 9286.6337 7.4556e-14 1.7769e-15  4.5171e-13 5.2805e-13
 9287.6788 7.4526e-14 1.7761e-15  4.5156e-13 5.2786e-13
 9288.7239 7.4496e-14 1.7754e-15  4.5140e-13 5.2768e-13
 9289.7690 7.4466e-14 1.7746e-15  4.5125e-13 5.2749e-13
 9290.8141 7.4436e-14 1.7739e-15  4.5110e-13 5.2731e-13
 9291.8592 7.4406e-14 1.7731e-15  4.5094e-13 5.2712e-13
 9292.9043 7.4376e-14 1.7724e-15  4.5079e-13 5.2694e-13
 9293.9494 7.4346e-14 1.7717e-15  4.5063e-13 5.2675e-13
 9294.9945 7.4316e-14 1.7709e-15  4.5048e-13 5.2657e-13
 9296.0396 7.4286e-14 1.7702e-15  4.5033e-13 5.2638e-13
 9297.0847 7.4256e-14 1.7694e-15  4.5017e-13 5.2620e-13
 9298.1298 7.4226e-14 1.7687e-15  4.5002e-13 5.2602e-13
 9299.1749 7.4197e-14 1.7680e-15  4.4987e-13 5.2583e-13
 9300.2200 7.4167e-14 1.7672e-15  4.4971e-13 5.2565e-13
 9301.2651 7.4137e-14 1.7665e-15  4.4956e-13 5.2546e-13
 9302.3102 7.4107e-14 1.7657e-15  4.4941e-13 5.2528e-13
 9303.3553 7.4077e-14 1.7650e-15  4.4925e-13 5.2510e-13
 9304.4004 7.4047e-14 1.7643e-15  4.4910e-13 5.2491e-13
 9305.4455 7.4018e-14 1.7635e-15  4.4895e-13 5.2473e-13
 9306.4906 7.3988e-14 1.7628e-15  4.4879e-13 5.2455e-13
 9307.5358 7.3958e-14 1.7621e-15  4.4864e-13 5.2436e-13
 9308.5809 7.3929e-14 1.7613e-15  4.4849e-13 5.2418e-13
 9309.6260 7.3899e-14 1.7606e-15  4.4834e-13 5.2400e-13
 9310.6711 7.3869e-14 1.7599e-15  4.4818e-13 5.2381e-13
 9311.7162 7.3839e-14 1.7591e-15  4.4803e-13 5.2363e-13
 9312.7613 7.3810e-14 1.7584e-15  4.4788e-13 5.2345e-13
 9313.8064 7.3780e-14 1.7576e-15  4.4773e-13 5.2326e-13
 9314.8515 7.3751e-14 1.7569e-15  4.4757e-13 5.2308e-13
 9315.8966 7.3721e-14 1.7562e-15  4.4742e-13 5.2290e-13
 9316.9417 7.3691e-14 1.7554e-15  4.4727e-13 5.2271e-13
 9317.9868 7.3662e-14 1.7547e-15  4.4712e-13 5.2253e-13
 9319.0319 7.3632e-14 1.7540e-15  4.4696e-13 5.2235e-13
 9320.0770 7.3603e-14 1.7533e-15  4.4681e-13 5.2217e-13
 9321.1221 7.3573e-14 1.7525e-15  4.4666e-13 5.2198e-13
 9322.1672 7.3543e-14 1.7518e-15  4.4651e-13 5.2180e-13
 9323.2123 7.3514e-14 1.7511e-15  4.4636e-13 5.2162e-13
 9324.2574 7.3484e-14 1.7503e-15  4.4620e-13 5.2144e-13
 9325.3025 7.3455e-14 1.7496e-15  4.4605e-13 5.2126e-13
 9326.3476 7.3426e-14 1.7489e-15  4.4590e-13 5.2107e-13
 9327.3927 7.3396e-14 1.7481e-15  4.4575e-13 5.2089e-13
 9328.4378 7.3367e-14 1.7474e-15  4.4560e-13 5.2071e-13
 9329.4829 7.3337e-14 1.7467e-15  4.4544e-13 5.2053e-13
 9330.5281 7.3308e-14 1.7460e-15  4.4529e-13 5.2035e-13
 9331.5732 7.3278e-14 1.7452e-15  4.4514e-13 5.2016e-13
 9332.6183 7.3249e-14 1.7445e-15  4.4499e-13 5.1998e-13
 9333.6634 7.3220e-14 1.7438e-15  4.4484e-13 5.1980e-13
 9334.7085 7.3190e-14 1.7430e-15  4.4469e-13 5.1962e-13
 9335.7536 7.3161e-14 1.7423e-15  4.4454e-13 5.1944e-13
 9336.7987 7.3132e-14 1.7416e-15  4.4438e-13 5.1926e-13
 9337.8438 7.3102e-14 1.7409e-15  4.4423e-13 5.1908e-13
 9338.8889 7.3073e-14 1.7401e-15  4.4408e-13 5.1890e-13
 9339.9340 7.3044e-14 1.7394e-15  4.4393e-13 5.1871e-13
 9340.9791 7.3014e-14 1.7387e-15  4.4378e-13 5.1853e-13
 9342.0242 7.2985e-14 1.7380e-15  4.4363e-13 5.1835e-13
 9343.0693 7.2956e-14 1.7373e-15  4.4348e-13 5.1817e-13
 9344.1144 7.2927e-14 1.7365e-15  4.4333e-13 5.1799e-13
 9345.1595 7.2898e-14 1.7358e-15  4.4318e-13 5.1781e-13
 9346.2046 7.2868e-14 1.7351e-15  4.4303e-13 5.1763e-13
 9347.2497 7.2839e-14 1.7344e-15  4.4288e-13 5.1745e-13
 9348.2948 7.2810e-14 1.7336e-15  4.4273e-13 5.1727e-13
 9349.3399 7.2781e-14 1.7329e-15  4.4258e-13 5.1709e-13
 9350.3850 7.2752e-14 1.7322e-15  4.4242e-13 5.1691e-13
 9351.4301 7.2723e-14 1.7315e-15  4.4227e-13 5.1673e-13
 9352.4752 7.2694e-14 1.7308e-15  4.4212e-13 5.1655e-13
 9353.5204 7.2664e-14 1.7300e-15  4.4197e-13 5.1637e-13
 9354.5655 7.2635e-14 1.7293e-15  4.4182e-13 5.1619e-13
 9355.6106 7.2606e-14 1.7286e-15  4.4167e-13 5.1601e-13
 9356.6557 7.2577e-14 1.7279e-15  4.4152e-13 5.1583e-13
 9357.7008 7.2548e-14 1.7272e-15  4.4137e-13 5.1565e-13
 9358.7459 7.2519e-14 1.7264e-15  4.4122e-13 5.1547e-13
 9359.7910 7.2490e-14 1.7257e-15  4.4107e-13 5.1529e-13
 9360.8361 7.2461e-14 1.7250e-15  4.4092e-13 5.1511e-13
 9361.8812 7.2432e-14 1.7243e-15  4.4077e-13 5.1493e-13
 9362.9263 7.2403e-14 1.7236e-15  4.4062e-13 5.1475e-13
 9363.9714 7.2374e-14 1.7229e-15  4.4048e-13 5.1457e-13
 9365.0165 7.2345e-14 1.7221e-15  4.4033e-13 5.1439e-13
 9366.0616 7.2316e-14 1.7214e-15  4.4018e-13 5.1421e-13
 9367.1067 7.2288e-14 1.7207e-15  4.4003e-13 5.1404e-13
 9368.1518 7.2259e-14 1.7200e-15  4.3988e-13 5.1386e-13
 9369.1969 7.2230e-14 1.7193e-15  4.3973e-13 5.1368e-13
 9370.2420 7.2201e-14 1.7186e-15  4.3958e-13 5.1350e-13
 9371.2871 7.2172e-14 1.7179e-15  4.3943e-13 5.1332e-13
 9372.3322 7.2143e-14 1.7171e-15  4.3928e-13 5.1314e-13
 9373.3773 7.2114e-14 1.7164e-15  4.3913e-13 5.1296e-13
 9374.4224 7.2086e-14 1.7157e-15  4.3898e-13 5.1278e-13
 9375.4675 7.2057e-14 1.7150e-15  4.3883e-13 5.1261e-13
 9376.5127 7.2028e-14 1.7143e-15  4.3868e-13 5.1243e-13
 9377.5578 7.1999e-14 1.7136e-15  4.3854e-13 5.1225e-13
 9378.6029 7.1971e-14 1.7129e-15  4.3839e-13 5.1207e-13
 9379.6480 7.1942e-14 1.7122e-15  4.3824e-13 5.1189e-13
 9380.6931 7.1913e-14 1.7115e-15  4.3809e-13 5.1171e-13
 9381.7382 7.1884e-14 1.7107e-15  4.3794e-13 5.1154e-13
 9382.7833 7.1856e-14 1.7100e-15  4.3779e-13 5.1136e-13
 9383.8284 7.1827e-14 1.7093e-15  4.3764e-13 5.1118e-13
 9384.8735 7.1798e-14 1.7086e-15  4.3750e-13 5.1100e-13
 9385.9186 7.1770e-14 1.7079e-15  4.3735e-13 5.1083e-13
 9386.9637 7.1741e-14 1.7072e-15  4.3720e-13 5.1065e-13
 9388.0088 7.1712e-14 1.7065e-15  4.3705e-13 5.1047e-13
 9389.0539 7.1684e-14 1.7058e-15  4.3690e-13 5.1029e-13
 9390.0990 7.1655e-14 1.7051e-15  4.3676e-13 5.1012e-13
 9391.1441 7.1627e-14 1.7044e-15  4.3661e-13 5.0994e-13
 9392.1892 7.1598e-14 1.7037e-15  4.3646e-13 5.0976e-13
 9393.2343 7.1570e-14 1.7030e-15  4.3631e-13 5.0958e-13
 9394.2794 7.1541e-14 1.7023e-15  4.3616e-13 5.0941e-13
 9395.3245 7.1513e-14 1.7016e-15  4.3602e-13 5.0923e-13
 9396.3696 7.1484e-14 1.7009e-15  4.3587e-13 5.0905e-13
 9397.4147 7.1456e-14 1.7001e-15  4.3572e-13 5.0888e-13
 9398.4598 7.1427e-14 1.6994e-15  4.3557e-13 5.0870e-13
 9399.5050 7.1399e-14 1.6987e-15  4.3543e-13 5.0852e-13
 9400.5501 7.1370e-14 1.6980e-15  4.3528e-13 5.0835e-13
 9401.5952 7.1342e-14 1.6973e-15  4.3513e-13 5.0817e-13
 9402.6403 7.1313e-14 1.6966e-15  4.3498e-13 5.0799e-13
 9403.6854 7.1285e-14 1.6959e-15  4.3484e-13 5.0782e-13
 9404.7305 7.1256e-14 1.6952e-15  4.3469e-13 5.0764e-13
 9405.7756 7.1228e-14 1.6945e-15  4.3454e-13 5.0746e-13
 9406.8207 7.1200e-14 1.6938e-15  4.3439e-13 5.0729e-13
 9407.8658 7.1171e-14 1.6931e-15  4.3425e-13 5.0711e-13
